96,189,369,117,192,375,120,117,147,339
123,249,375,126,255,378,129,132,123,951
72,189,330,105,192,372,120,117,147,279
69,207,333,72,234,360,120,117,147,282
99,231,339,114,234,366,120,117,147,675
114,219,366,117,228,381,120,117,147,693
108,231,354,117,234,381,120,117,147,753
105,189,336,117,216,372,120,117,147,393
99,204,306,117,228,366,120,117,147,360
66,198,372,117,210,381,120,117,147,363
72,204,342,117,216,345,120,117,147,405
72,222,315,102,228,369,120,117,147,357
90,210,363,93,231,369,120,117,147,441
78,219,318,90,225,345,120,117,147,402
99,231,303,117,234,315,120,117,147,327
84,231,318,87,234,327,120,117,147,417
114,216,321,117,234,327,120,117,147,510
81,231,351,93,234,372,120,117,147,450
84,219,351,99,231,357,120,117,147,546
99,198,318,108,210,330,120,117,147,393
75,201,321,108,222,357,120,117,147,333
69,210,369,108,213,381,120,117,147,393
90,213,357,96,216,378,120,117,147,447
84,219,318,90,228,324,120,117,147,399
93,216,369,102,225,372,120,117,147,552
114,216,303,117,222,312,120,117,147,336
81,198,378,108,201,381,120,117,147,402
87,228,315,114,234,345,120,117,147,486
102,222,324,114,228,372,120,117,147,525
69,213,312,81,231,345,120,117,147,315
111,213,309,117,234,378,120,117,147,429
72,189,309,81,219,318,120,117,147,261
66,189,360,114,231,378,120,117,147,351
69,189,351,96,231,378,120,117,147,315
75,216,360,102,231,366,120,117,147,474
102,210,366,114,219,369,120,117,147,603
66,213,378,99,228,381,120,117,147,375
102,201,354,117,219,378,120,117,147,504
72,198,309,96,228,333,120,117,147,282
99,207,303,114,225,381,120,117,147,345
105,225,378,111,228,381,120,117,147,681
78,228,336,81,234,375,120,117,147,369
75,207,378,93,225,381,120,117,147,360
87,189,360,90,207,363,120,117,147,363
81,189,378,87,219,381,120,117,147,318
90,228,351,105,234,375,120,117,147,588
90,189,318,102,222,330,120,117,147,339
90,225,363,108,228,381,120,117,147,585
108,213,342,111,234,345,120,117,147,684
84,195,330,96,201,363,120,117,147,342
78,204,369,117,225,381,120,117,147,453
90,210,321,105,213,354,120,117,147,435
105,222,360,111,225,375,120,117,147,681
75,213,372,84,234,375,120,117,147,342
90,207,375,105,210,378,120,117,147,471
72,192,360,99,228,366,120,117,147,357
99,192,354,111,231,366,120,117,147,513
102,213,318,105,225,321,120,117,147,414
105,195,333,117,204,339,120,117,147,375
87,207,309,96,234,315,120,117,147,318
102,216,342,111,228,375,120,117,147,585
75,201,333,78,225,360,120,117,147,309
66,207,324,90,210,327,120,117,147,339
105,195,363,114,228,375,120,117,147,555
114,231,321,117,234,351,120,117,147,702
102,198,366,117,228,381,120,117,147,543
84,201,339,96,207,351,120,117,147,414
105,228,366,114,234,378,120,117,147,744
69,207,303,114,219,366,120,117,147,270
93,231,369,108,234,372,120,117,147,657
81,204,351,117,222,369,120,117,147,441
84,210,348,90,222,378,120,117,147,384
78,213,306,105,231,375,120,117,147,315
105,201,363,111,225,375,120,120,144,594
96,195,357,114,216,369,120,120,144,495
96,207,360,111,237,369,120,120,144,603
81,219,339,84,237,363,120,120,144,408
75,216,321,117,231,330,120,120,144,372
87,201,369,114,204,381,120,120,144,426
105,234,315,114,237,378,120,120,144,540
99,216,315,108,231,372,120,120,144,426
111,192,360,117,216,366,120,120,144,501
96,204,363,111,228,366,120,120,144,600
99,204,375,105,219,381,120,120,144,537
114,210,324,117,225,342,120,120,144,543
87,231,369,93,234,378,120,120,144,477
96,228,324,108,231,345,120,120,144,567
99,204,360,117,225,375,120,120,144,573
78,231,333,84,237,336,120,120,144,426
96,219,354,114,222,357,120,120,144,669
102,207,369,117,216,375,120,120,144,558
108,222,318,111,237,378,120,120,144,504
111,231,309,114,234,381,120,120,144,510
81,195,375,111,219,381,120,120,144,429
90,231,339,93,237,381,120,120,144,483
96,210,360,114,216,372,120,120,144,564
93,225,306,102,228,324,120,120,144,348
90,192,366,96,198,372,120,120,144,348
87,228,336,105,237,366,120,120,144,564
87,216,333,96,237,369,120,120,144,468
90,213,333,93,216,381,120,120,144,435
96,216,342,117,225,354,120,120,144,612
81,213,318,90,231,378,120,120,144,351
84,222,366,99,228,375,120,120,144,504
96,195,321,111,228,324,120,120,144,363
81,225,351,93,231,366,120,120,144,474
87,234,327,90,237,375,120,120,144,459
108,225,309,117,237,321,120,120,144,366
96,192,363,99,204,372,120,120,144,381
114,225,345,117,228,372,120,120,144,720
102,204,309,117,237,345,120,120,144,396
81,213,339,93,216,351,120,120,144,456
87,207,321,102,222,360,120,120,144,396
87,222,318,114,231,369,120,120,144,420
72,204,309,111,219,333,120,120,144,291
87,198,330,99,207,369,120,120,144,369
108,198,321,117,207,360,120,120,144,372
114,216,354,117,222,378,120,120,144,618
66,201,327,87,210,348,120,120,144,318
114,219,357,117,234,360,120,120,144,822
75,192,333,93,201,372,120,120,144,312
78,234,357,111,237,378,120,120,144,594
105,198,357,111,216,372,120,120,144,495
78,195,378,93,228,381,120,120,144,351
72,204,348,78,219,363,120,120,144,309
96,198,318,99,228,339,120,120,144,384
90,213,324,105,228,351,120,120,144,450
69,189,345,117,207,354,120,120,144,327
96,192,333,99,201,351,120,120,144,342
84,210,327,99,222,378,120,120,144,381
105,225,321,114,231,372,120,120,144,546
84,213,369,111,237,381,120,120,144,546
99,189,345,117,201,372,120,120,144,345
84,204,366,99,219,381,120,120,144,438
87,210,306,117,231,309,120,120,144,273
96,204,306,105,231,363,120,120,144,351
84,219,378,99,234,381,120,120,144,471
96,219,351,108,225,366,120,120,144,645
114,231,354,117,237,357,120,120,144,882
75,204,327,111,207,357,120,120,144,360
96,234,354,105,237,366,120,120,144,696
96,231,321,117,237,381,120,120,144,492
75,192,315,81,225,336,120,120,144,282
75,192,330,99,237,372,120,120,144,315
90,192,330,117,231,342,120,120,144,384
81,210,345,102,219,351,120,120,144,489
87,225,324,90,228,330,120,120,144,432
102,198,306,114,234,366,120,120,144,348
81,222,336,87,228,372,120,120,144,405
69,231,318,96,234,366,120,120,144,375
96,225,306,111,237,348,120,120,144,450
108,213,342,111,216,369,120,120,144,543
84,201,351,96,216,354,120,120,144,459
78,210,333,87,231,375,120,123,141,369
90,219,363,117,240,366,120,123,141,690
105,192,369,114,195,372,120,123,141,369
102,222,345,111,234,363,120,123,141,684
108,213,318,111,237,357,120,123,141,504
84,219,360,87,225,363,120,123,141,441
87,201,324,117,216,378,120,123,141,351
99,237,351,102,240,354,120,123,141,708
111,222,360,114,240,378,120,123,141,768
75,204,324,108,210,360,120,123,141,336
111,219,321,117,237,360,120,123,141,576
81,237,369,108,240,372,120,123,141,657
105,225,327,117,231,330,120,123,141,459
105,210,354,114,225,378,120,123,141,621
96,204,369,114,210,381,120,123,141,483
96,219,366,117,234,372,120,123,141,705
102,192,330,105,225,360,120,123,141,417
96,216,336,108,234,339,120,123,141,558
102,219,360,111,237,381,120,123,141,675
66,216,351,75,228,381,120,123,141,291
84,216,357,87,225,363,120,123,141,432
102,225,378,105,237,381,120,123,141,660
84,222,360,87,234,369,120,123,141,438
111,201,375,117,234,381,120,123,141,678
96,237,375,108,240,381,120,123,141,696
93,192,375,114,219,381,120,123,141,489
93,207,354,114,228,357,120,123,141,588
114,234,372,117,240,375,120,123,141,891
78,210,375,117,228,378,120,123,141,528
105,204,366,111,222,375,120,123,141,606
81,222,369,90,240,372,120,123,141,432
96,228,345,114,231,351,120,123,141,684
114,216,342,117,237,375,120,123,141,663
105,237,324,111,240,366,120,123,141,651
93,204,354,114,228,369,120,123,141,555
69,192,357,81,240,381,120,123,141,276
111,204,345,114,234,366,120,123,141,627
105,231,324,117,237,360,120,123,141,630
72,189,309,75,204,312,120,123,141,240
111,228,312,117,240,375,120,123,141,537
99,225,330,105,240,372,120,123,141,567
90,228,378,105,231,381,120,123,141,609
102,210,357,114,228,366,120,123,141,669
84,195,360,96,225,369,120,123,141,426
84,237,345,102,240,363,120,123,141,636
66,213,366,114,219,372,120,123,141,438
84,237,318,102,240,366,120,126,138,456
93,210,330,108,234,357,120,126,138,450
108,234,354,117,240,360,120,126,138,828
99,237,372,105,240,375,120,126,138,726
84,210,339,111,228,342,120,126,138,450
99,201,339,114,222,366,120,126,138,486
90,222,360,105,234,375,120,126,138,627
102,207,321,114,231,342,120,126,138,426
66,201,348,72,204,372,120,126,138,264
99,192,351,105,228,357,120,126,138,504
96,234,366,105,240,381,120,126,138,678
93,204,351,111,213,369,120,126,138,510
81,225,333,108,243,369,120,126,138,480
93,207,354,105,228,369,120,126,138,564
93,219,336,111,234,345,120,126,138,540
90,210,342,111,231,369,120,126,138,501
75,204,312,99,216,372,120,126,138,291
72,219,348,105,225,372,120,126,138,480
99,201,372,108,237,375,120,126,138,612
75,192,327,78,219,333,120,126,138,294
81,222,312,117,228,318,120,126,138,264
90,228,366,108,231,378,120,126,138,666
93,207,366,96,237,381,120,126,138,492
84,237,321,105,240,366,120,126,138,480
102,216,321,105,231,366,120,126,138,486
93,213,372,117,225,375,120,126,138,642
90,228,315,108,237,318,120,126,138,291
81,234,348,114,243,381,120,126,138,585
87,198,375,111,222,378,120,126,138,507
96,228,351,117,234,363,120,126,138,702
78,213,378,108,225,381,120,126,138,522
99,213,360,117,219,369,120,126,138,642
96,231,330,99,234,354,120,126,138,558
102,213,339,111,222,348,120,126,138,576
114,207,336,117,243,366,120,126,138,588
114,219,351,117,240,363,120,126,138,756
81,207,369,102,222,372,120,126,138,513
114,234,324,117,237,342,120,126,138,540
93,219,351,117,240,366,120,126,138,630
108,210,333,117,216,360,120,126,138,516
114,204,369,117,231,378,120,126,138,699
99,189,366,105,231,369,120,126,138,528
81,210,360,117,237,372,120,129,135,537
111,207,336,114,231,342,120,129,135,510
111,234,360,117,240,381,120,129,135,843
78,234,372,102,237,381,120,129,135,579
96,231,360,111,240,369,120,129,135,756
96,240,348,117,246,381,120,129,135,705
114,231,342,117,243,357,120,129,135,723
99,222,375,117,228,381,120,129,135,732
96,234,330,117,240,351,120,129,135,546
90,240,357,105,246,360,120,129,135,687
90,210,372,114,246,378,120,129,135,624
75,243,375,102,246,381,120,129,135,585
111,222,354,114,225,375,120,129,135,717
93,195,360,114,240,381,120,129,135,501
102,222,369,117,231,375,120,129,135,765
105,198,357,114,246,366,120,129,135,582
102,189,363,114,225,366,120,129,135,540
81,237,360,108,243,375,120,129,135,660
114,219,345,117,225,354,120,129,135,675
69,192,315,90,216,327,120,129,135,237
96,213,348,111,234,375,120,129,135,570
87,240,342,108,243,360,120,129,135,609
114,213,357,117,237,381,120,129,135,717
84,243,360,105,246,372,120,129,135,675
111,204,354,114,240,366,120,129,135,648
90,225,357,111,237,375,120,132,132,645
108,240,336,111,243,354,120,132,132,606
108,234,351,114,240,354,120,132,132,687
90,231,357,108,249,363,120,132,132,654
105,207,363,117,249,375,120,132,132,642
69,195,366,75,210,378,120,132,132,273
102,228,363,114,234,372,120,132,132,774
69,210,321,93,240,339,120,132,132,294
96,234,369,105,249,378,120,132,132,696
96,228,357,108,231,372,120,132,132,702
111,243,366,117,246,381,120,132,132,909
87,234,366,114,249,378,120,132,132,714
93,225,372,99,243,375,120,132,132,612
102,225,363,117,243,378,120,132,132,747
84,189,324,90,201,345,120,132,132,285
108,198,372,117,240,375,120,132,132,672
96,231,345,105,246,381,120,132,132,621
75,243,357,114,246,369,120,132,132,630
