92,186,284,93,189,285,98,94,96,761
72,159,282,76,163,284,80,89,119,386
68,154,283,69,161,285,80,89,119,319
70,158,236,71,163,267,80,89,119,366
72,156,268,76,160,281,80,89,119,386
66,150,268,72,166,273,80,89,119,328
72,154,253,75,158,265,80,89,119,431
69,155,273,75,156,280,80,89,119,367
69,152,275,73,156,277,80,89,119,352
73,150,251,75,156,280,80,89,119,373
75,151,251,76,161,282,80,89,119,386
68,151,261,76,154,281,80,89,119,354
68,153,275,72,162,284,80,89,119,335
67,153,274,72,157,278,80,89,119,339
70,155,281,77,157,282,80,89,119,381
75,165,256,76,166,283,80,89,119,416
74,163,268,76,165,273,80,89,119,441
68,150,264,69,155,282,80,89,119,315
75,160,281,77,166,285,80,89,119,402
66,161,243,72,163,271,80,89,119,370
70,164,265,77,165,271,80,89,119,442
71,162,252,76,163,270,80,89,119,437
67,162,281,68,166,285,80,89,119,320
72,163,237,75,164,250,80,89,119,443
70,157,273,71,158,274,80,89,119,365
67,150,283,73,164,284,80,89,119,329
69,154,252,72,162,272,80,89,119,362
68,154,241,72,161,273,80,89,119,355
66,152,253,71,161,279,80,89,119,325
74,159,256,77,162,271,80,89,119,450
70,160,258,75,162,273,80,89,119,405
66,156,256,71,165,284,80,89,119,324
75,162,248,77,164,253,80,89,119,519
73,164,274,76,166,283,80,89,119,403
67,158,235,68,160,274,80,89,119,322
67,150,279,76,153,280,80,89,119,346
67,163,268,73,166,285,80,89,119,352
74,149,273,75,158,282,80,89,119,373
74,164,238,77,165,265,80,89,119,438
68,152,247,72,161,276,80,89,119,342
70,155,252,74,160,255,80,89,119,445
76,156,272,77,158,281,80,89,119,413
73,157,259,74,163,283,80,89,119,375
67,161,280,75,164,283,80,89,119,364
68,153,244,71,161,257,80,89,119,396
73,165,249,77,166,264,80,89,119,487
72,153,245,74,154,265,80,89,119,417
67,155,251,77,164,256,80,89,119,448
71,159,258,75,165,281,80,89,119,378
71,161,277,77,164,283,80,89,119,393
71,152,246,77,163,273,80,89,119,387
75,153,244,77,157,252,80,89,119,471
75,164,247,76,166,259,80,89,119,504
74,150,239,76,164,253,80,89,119,412
72,160,235,75,163,257,80,89,119,421
68,158,282,70,162,284,80,89,119,333
69,160,240,70,166,281,80,89,119,340
76,155,273,77,164,277,80,89,119,422
73,162,248,76,166,284,80,89,119,394
71,150,259,76,156,278,80,89,119,373
72,152,267,77,161,271,80,89,119,420
73,151,281,76,154,283,80,89,119,372
72,158,267,73,162,273,80,89,119,393
66,161,272,70,164,282,80,89,119,331
68,155,278,71,156,282,80,89,119,337
74,155,251,77,160,270,80,89,119,444
69,163,240,70,164,245,80,89,119,415
74,161,244,77,162,262,80,89,119,480
74,161,264,75,162,273,80,89,119,428
74,164,282,76,165,284,80,89,119,406
72,165,269,75,166,283,80,89,119,394
72,161,235,75,165,269,80,89,119,380
71,156,244,75,162,246,80,89,119,462
74,159,237,75,162,249,80,89,119,447
71,164,251,72,166,275,80,89,119,389
75,159,281,76,165,284,80,89,119,396
74,164,278,76,165,284,80,89,119,406
67,149,238,72,153,246,80,89,119,369
73,158,256,75,164,265,80,89,119,444
74,155,244,76,165,274,80,89,119,402
70,157,264,72,160,265,80,89,119,400
74,151,257,75,154,263,80,89,119,436
66,149,257,67,156,277,80,89,119,298
68,153,275,69,162,279,80,89,119,322
73,165,264,74,166,265,80,89,119,453
67,149,237,70,161,281,80,89,119,305
76,157,275,77,166,285,80,89,119,400
67,155,251,69,163,283,80,89,119,317
74,161,276,76,164,285,80,89,119,396
70,152,273,72,159,277,80,89,119,350
73,159,270,74,162,278,80,89,119,393
73,149,258,74,162,277,80,89,119,366
68,163,267,73,166,283,80,89,119,358
75,161,251,76,163,254,80,89,119,506
76,150,263,77,152,265,80,89,119,419
68,149,242,69,160,268,80,89,119,335
68,165,246,76,166,263,80,89,119,456
72,162,261,73,163,266,80,89,119,428
74,163,252,75,165,267,80,89,119,455
74,150,252,76,158,255,80,89,119,469
74,156,267,76,163,271,80,89,119,430
76,154,256,77,156,263,80,89,119,475
76,161,278,77,166,283,80,89,119,416
68,150,271,74,155,279,80,89,119,348
66,161,248,75,164,261,80,89,119,434
74,153,240,75,157,259,80,89,119,431
71,151,237,74,155,274,80,89,119,337
68,162,255,72,164,257,80,89,119,430
74,162,260,75,166,274,80,89,119,423
67,149,267,72,165,284,80,89,119,320
67,152,269,72,166,278,80,89,119,331
69,156,275,71,161,285,80,89,119,339
73,164,240,76,166,257,80,89,119,469
69,155,249,77,157,259,80,89,119,456
75,159,275,77,160,278,80,89,119,429
66,153,259,67,157,274,80,89,119,309
68,165,242,77,166,250,80,89,119,460
68,162,278,73,163,285,80,89,119,357
76,165,283,77,166,284,80,89,119,425
71,160,250,76,161,263,80,89,119,461
74,158,258,76,163,270,80,89,119,440
76,163,243,77,164,252,80,89,119,509
75,163,249,76,166,259,80,89,119,501
71,161,252,77,165,262,80,89,119,474
70,157,261,74,165,285,80,89,119,359
69,149,276,73,153,279,80,89,119,344
66,149,258,76,157,283,80,89,119,346
66,152,258,70,165,273,80,89,119,321
76,160,261,77,162,269,80,89,119,471
75,161,245,76,162,263,80,89,119,483
76,155,245,77,158,247,80,89,119,498
73,159,243,76,165,260,80,89,119,464
74,165,252,75,166,268,80,89,119,456
75,157,261,76,165,272,80,89,119,432
75,157,254,76,158,263,80,89,119,473
76,152,263,77,160,268,80,89,119,453
76,162,271,77,166,273,80,89,119,457
71,158,254,75,159,260,80,89,119,458
76,151,253,77,166,257,80,89,119,485
75,158,252,77,162,254,80,89,119,508
68,164,250,77,166,254,80,89,119,486
67,150,276,68,155,282,80,89,119,305
75,156,261,77,163,265,80,89,119,469
74,163,249,77,164,255,80,89,119,515
72,151,256,77,162,258,80,89,119,467
75,160,253,77,164,267,80,89,119,472
71,161,254,77,164,260,80,89,119,483
74,165,258,77,166,266,80,89,119,484
74,158,249,76,165,252,80,89,119,490
75,156,252,77,158,260,80,89,119,492
68,151,266,69,164,277,80,89,119,318
66,153,237,77,159,281,80,89,119,318
73,160,249,75,161,253,80,89,119,486
70,161,254,76,163,255,80,89,119,480
75,165,246,77,166,265,80,89,119,493
74,160,252,77,162,265,80,89,119,477
76,162,252,77,166,264,80,89,119,493
76,162,249,77,163,269,80,89,119,476
66,156,274,69,161,282,80,89,119,318
66,150,253,67,162,266,80,89,119,318
75,158,253,77,160,254,80,90,118,511
76,155,246,77,163,247,80,90,118,492
73,165,247,76,167,258,80,90,118,501
69,149,236,71,166,274,80,90,118,310
70,163,251,77,164,255,80,90,118,496
66,153,284,67,157,285,80,90,118,301
76,164,254,77,166,258,80,90,118,524
76,159,246,77,160,247,80,90,118,514
66,153,278,69,158,283,80,90,118,315
76,165,260,77,167,263,80,90,118,512
74,165,254,77,167,258,80,90,118,516
76,165,250,77,167,263,80,90,118,512
76,155,251,77,163,259,80,90,118,499
76,163,244,77,167,249,80,90,118,498
66,154,282,67,158,285,80,90,118,303
76,160,251,77,165,262,80,90,118,503
66,150,272,69,157,285,80,90,118,307
76,158,246,77,167,257,80,90,118,500
73,160,247,77,163,251,80,90,118,504
76,166,248,77,167,258,80,90,118,529
66,153,272,67,164,279,80,91,117,306
76,163,260,77,165,263,80,91,117,515
76,165,262,77,166,265,80,91,117,512
66,149,250,67,163,279,80,92,116,302
66,149,283,67,168,284,80,92,116,292
76,164,258,77,169,260,80,92,116,520
76,168,259,77,169,261,80,92,116,532
76,168,250,77,169,253,80,92,116,523
66,152,269,68,167,280,80,92,116,309
76,165,262,77,168,264,80,92,116,521
76,164,260,77,165,262,80,93,115,524
