64,150,244,76,152,250,80,80,96,153,245,451
68,144,234,70,146,242,80,80,96,154,238,422
60,146,236,70,156,238,80,80,96,155,239,422
74,148,224,76,154,234,80,80,96,150,240,456
72,152,238,74,156,242,80,80,96,154,250,524
72,154,230,76,156,240,80,80,96,156,243,522
70,148,244,76,150,246,80,80,96,156,245,487
62,146,240,64,156,248,80,80,96,148,246,342
60,144,240,62,148,242,80,80,96,146,248,324
66,150,238,68,152,250,80,80,96,153,244,408
68,150,238,70,156,242,80,80,96,153,249,460
72,140,244,76,142,250,80,80,96,151,248,346
66,144,226,72,148,240,80,80,96,148,242,404
68,142,232,76,152,244,80,80,96,153,248,420
70,146,248,72,150,250,80,80,96,155,250,438
62,144,236,70,156,252,80,80,96,156,237,378
68,142,248,76,146,252,80,80,96,152,251,388
68,154,244,72,156,250,80,80,96,156,250,460
72,150,238,74,152,252,80,80,96,156,252,464
66,142,234,74,148,244,80,80,96,144,243,385
64,148,220,70,152,236,80,80,96,156,235,384
62,154,226,68,156,236,80,80,96,155,247,418
68,142,240,74,150,252,80,80,96,153,245,410
66,140,220,68,148,252,80,80,96,150,247,292
66,146,220,70,148,224,80,80,96,155,239,370
64,144,232,68,150,234,80,80,96,156,247,406
60,146,236,74,150,248,80,80,96,156,241,395
62,152,230,68,156,236,80,80,96,156,242,434
66,140,238,72,146,248,80,80,96,152,239,388
70,140,242,76,152,250,80,80,96,146,244,388
60,154,236,70,156,244,80,80,96,155,241,437
64,144,226,66,154,232,80,80,96,154,236,396
72,142,240,76,148,252,80,80,96,149,252,390
64,154,228,68,156,236,80,80,96,156,241,452
66,150,248,76,152,252,80,80,96,151,249,446
72,152,242,74,154,252,80,80,96,156,243,497
72,148,234,76,152,240,80,80,96,152,236,512
74,152,230,76,156,234,80,80,96,153,240,525
62,144,242,68,156,246,80,80,96,151,252,376
68,148,236,76,154,248,80,80,96,156,240,468
74,146,244,76,148,246,80,80,96,148,246,456
74,152,240,76,154,250,80,80,96,156,243,525
62,148,224,74,154,234,80,80,96,155,240,396
64,150,222,74,156,244,80,80,96,154,232,392
70,150,240,76,156,242,80,80,96,153,244,518
60,152,242,64,156,246,80,80,96,153,244,360
68,154,220,70,156,228,80,80,96,156,222,408
62,142,220,72,148,230,80,80,96,156,226,336
68,142,242,72,144,250,80,80,96,147,248,368
68,146,236,74,148,246,80,80,96,149,241,443
68,154,234,74,156,236,80,80,96,156,246,516
66,152,240,72,154,248,80,80,96,155,245,461
72,144,238,74,152,242,80,80,96,150,245,468
72,144,238,74,152,242,80,80,96,147,251,426
70,142,246,74,148,252,80,80,96,156,247,410
72,140,222,76,154,238,80,80,96,155,231,387
72,152,226,74,156,230,80,80,96,156,243,472
64,144,250,68,152,252,80,80,96,151,252,356
62,154,236,72,156,246,80,80,96,155,238,456
72,144,240,76,156,248,80,80,96,145,244,402
62,140,236,74,142,240,80,80,96,156,249,360
72,152,242,76,154,244,80,80,96,156,245,537
64,144,240,68,150,246,80,80,96,148,241,399
64,148,232,76,150,236,80,80,96,150,242,448
72,152,220,76,156,224,80,80,96,153,221,363
68,150,236,70,156,252,80,80,96,156,242,432
64,154,240,76,156,246,80,80,96,155,245,491
62,150,246,76,154,250,80,80,96,153,248,440
66,152,222,70,154,240,80,80,96,156,243,422
68,152,224,70,156,244,80,80,96,153,226,430
60,146,240,70,150,244,80,80,96,155,245,405
60,148,248,70,156,250,80,80,96,156,252,378
66,144,224,72,152,228,80,80,96,156,227,396
60,142,232,64,148,248,80,80,96,143,242,320
74,144,234,76,152,250,80,80,96,156,236,442
72,144,250,76,152,252,80,80,96,147,251,410
72,142,246,76,154,250,80,80,96,147,252,402
72,150,244,76,152,248,80,80,96,153,245,507
68,152,248,76,156,252,80,80,96,156,249,486
64,144,220,68,148,222,80,80,96,155,230,344
70,144,228,76,146,236,80,80,96,154,244,408
66,150,224,74,152,236,80,80,96,156,239,432
66,146,244,68,156,248,80,80,96,156,248,400
70,144,244,72,156,252,80,80,96,149,249,415
70,148,220,76,152,250,80,80,96,155,228,374
64,150,222,72,152,228,80,80,96,153,252,378
64,140,226,70,146,242,80,80,96,153,227,358
62,140,222,70,152,246,80,80,96,144,224,312
66,144,224,68,154,250,80,80,96,153,226,356
62,148,222,74,150,232,80,80,96,154,250,364
60,154,220,68,156,242,80,80,96,156,245,370
74,142,220,76,152,238,80,80,96,144,252,338
72,152,232,74,156,236,80,80,96,155,233,528
72,152,238,74,154,244,80,80,96,154,246,526
74,152,246,76,154,252,80,80,96,156,249,508
74,148,236,76,154,242,80,80,96,154,240,528
74,150,236,76,152,246,80,80,96,154,238,506
70,152,232,76,156,234,80,80,96,155,238,516
68,150,242,76,154,244,80,80,96,154,245,505
70,154,232,76,156,234,80,80,96,155,237,528
74,150,238,76,152,246,80,80,96,153,243,507
72,146,238,76,156,242,80,80,96,153,241,507
74,154,232,76,156,240,80,80,96,156,239,552
72,154,240,76,156,246,80,80,96,155,250,534
74,154,248,76,156,252,80,80,96,155,250,516
68,154,234,74,156,236,80,80,96,155,250,508
60,142,250,64,148,252,80,80,96,151,251,292
74,154,226,76,156,236,80,80,96,155,230,504
72,152,236,76,154,242,80,80,96,154,242,538
74,150,240,76,156,246,80,80,96,156,249,531
68,150,240,76,156,242,80,80,96,153,243,507
74,150,246,76,152,248,80,80,96,154,250,502
74,154,240,76,156,242,80,80,96,156,245,570
68,154,240,74,156,244,80,80,96,156,242,516
74,152,244,76,154,252,80,80,96,154,247,512
74,154,236,76,156,240,80,80,96,156,250,556
72,152,238,74,154,246,80,80,96,154,248,516
74,150,234,76,154,246,80,80,96,153,241,508
74,154,234,76,156,244,80,80,96,156,251,534
74,154,240,76,156,242,80,80,96,155,246,564
74,148,234,76,156,236,80,80,96,156,252,504
68,152,234,72,156,236,80,80,96,156,241,504
72,152,234,76,156,238,80,80,96,155,246,528
72,154,246,76,156,252,80,80,96,156,250,510
74,150,230,76,152,236,80,80,96,151,235,502
74,154,230,76,156,246,80,80,96,155,249,507
62,142,220,76,154,252,80,80,96,146,252,272
74,154,228,76,156,238,80,80,96,156,234,528
74,154,242,76,156,244,80,80,96,156,248,560
70,140,222,76,152,252,80,80,96,141,242,285
70,154,230,76,156,232,80,80,96,155,236,510
74,146,240,76,154,242,80,80,96,156,244,524
70,148,242,76,156,244,80,80,96,156,247,511
74,154,228,76,156,238,80,80,96,156,234,528
74,150,242,76,154,248,80,80,96,154,246,524
74,152,238,76,156,248,80,80,96,153,241,521
60,142,230,62,144,250,80,80,96,144,243,295
74,154,240,76,156,246,80,80,96,156,248,552
72,152,242,74,156,248,80,80,96,156,252,500
60,140,222,76,144,246,80,80,96,155,250,290
74,154,232,76,156,234,80,80,96,156,242,548
74,152,234,76,156,244,80,80,96,153,245,523
70,154,236,76,156,242,80,80,96,155,239,542
70,150,240,76,152,244,80,80,96,155,248,502
70,156,244,74,158,252,80,82,94,157,245,513
72,150,240,74,158,244,80,82,94,158,250,524
68,156,250,76,158,252,80,82,94,158,251,512
74,150,240,76,158,246,80,82,94,155,250,536
70,154,234,74,158,248,80,82,94,158,239,510
74,152,234,76,158,246,80,82,94,157,246,526
64,154,244,76,158,246,80,82,94,155,249,504
70,152,234,72,156,236,80,82,94,153,236,516
60,142,246,62,154,252,80,82,94,145,247,298
60,140,222,74,146,226,80,82,94,145,252,292
60,142,250,62,152,252,80,82,94,147,251,290
72,140,222,74,150,250,80,82,94,152,223,294
60,140,226,64,146,252,80,84,92,143,250,296
62,140,232,68,168,246,80,92,84,143,238,296
60,140,232,64,156,248,80,92,84,163,252,298
60,166,234,76,170,236,80,94,82,169,249,294
60,140,234,62,170,236,80,94,82,153,249,278
60,144,236,74,172,252,80,96,80,167,239,292
60,156,236,74,172,238,80,96,80,164,247,288
60,140,236,72,170,238,80,96,80,162,241,278
62,166,236,72,170,238,80,96,80,169,244,298
62,170,236,66,172,238,80,96,80,171,247,292
64,164,236,68,170,238,80,96,80,172,240,298
62,152,236,64,172,238,80,96,80,154,247,292
62,168,236,64,170,238,80,96,80,169,242,298
60,144,236,64,170,248,80,96,80,152,250,298
70,140,236,72,150,248,80,96,80,169,238,293
76,158,246,78,160,248,82,82,92,159,250,604
76,160,242,78,162,248,82,84,90,161,247,612
72,160,244,78,162,248,82,84,90,161,246,600
76,158,244,78,162,250,82,84,90,159,247,608
76,158,244,78,160,252,82,84,90,160,249,601
76,156,248,78,158,250,82,84,90,158,250,600
76,160,244,78,162,252,82,84,90,162,249,613
76,158,246,78,162,250,82,84,90,159,248,612
74,158,248,78,160,250,82,84,90,161,252,600
76,160,248,78,162,250,82,86,88,162,250,626
76,162,246,78,164,252,82,86,88,163,252,628
76,162,244,78,164,246,82,86,88,163,251,616
76,162,246,78,164,248,82,86,88,163,252,628
76,158,244,78,164,250,82,86,88,159,248,600
74,158,250,78,164,252,82,86,88,159,252,600
76,160,244,78,162,250,82,86,88,163,245,612
76,160,250,78,164,252,82,86,88,164,252,622
76,160,248,78,164,252,82,86,88,161,250,624
72,164,248,78,166,252,82,88,86,166,249,612
74,162,248,78,164,250,82,88,86,166,250,616
76,162,248,78,166,250,82,88,86,163,249,628
76,164,246,78,166,250,82,88,86,166,250,620
76,164,248,78,166,252,82,88,86,166,252,632
74,164,250,78,166,252,82,88,86,165,252,622
76,156,250,78,160,252,82,88,86,159,252,602
72,164,250,78,166,252,82,88,86,165,251,613
76,162,246,78,166,250,82,88,86,163,252,614
72,164,250,78,168,252,82,90,84,168,251,600
74,166,250,78,168,252,82,90,84,168,251,616
74,164,248,78,166,252,82,90,84,168,251,600
76,158,250,78,166,252,82,90,84,164,252,604
76,158,250,78,160,252,82,90,84,162,251,609
72,166,250,78,168,252,82,90,84,168,252,606
60,142,234,66,156,238,82,92,82,168,244,296
76,162,250,78,166,252,82,92,82,168,252,602
62,142,234,78,170,236,82,92,82,144,235,295
60,142,234,68,170,246,82,92,82,155,246,288
72,142,236,76,170,238,82,94,80,143,251,296
60,142,236,78,170,250,82,94,80,154,242,288
78,160,248,80,162,250,84,82,90,161,252,618
78,160,244,80,162,246,84,82,90,161,250,616
76,160,246,80,162,250,84,82,90,162,247,614
78,160,242,80,162,246,84,82,90,161,243,607
76,160,248,78,162,252,84,82,90,161,250,602
76,160,250,80,162,252,84,82,90,162,251,613
76,160,250,80,162,252,84,82,90,162,251,613
78,160,242,80,162,244,84,82,90,161,247,609
76,160,250,78,162,252,84,82,90,161,252,600
78,162,246,80,164,250,84,84,88,164,247,636
76,162,244,78,164,248,84,84,88,163,250,612
78,162,246,80,164,252,84,84,88,163,248,636
74,160,246,78,162,252,84,84,88,162,250,600
76,162,248,78,164,252,84,84,88,164,250,626
78,162,242,80,164,250,84,84,88,164,252,612
76,160,244,80,164,248,84,84,88,161,249,600
76,162,244,80,164,250,84,84,88,164,251,612
76,160,248,80,162,250,84,84,88,161,250,616
78,162,242,80,164,248,84,84,88,163,249,612
74,162,244,78,164,248,84,84,88,164,247,600
76,160,250,78,162,252,84,84,88,162,252,620
74,160,248,80,164,250,84,84,88,163,251,610
76,158,250,80,164,252,84,84,88,160,252,606
76,162,250,78,164,252,84,84,88,164,252,626
76,162,248,80,164,252,84,84,88,163,251,634
78,162,244,80,164,250,84,84,88,163,247,624
76,164,250,80,166,252,84,86,86,165,252,648
78,160,250,80,166,252,84,86,86,165,252,636
74,164,246,78,166,250,84,86,86,165,248,608
68,164,250,80,166,252,84,86,86,165,251,600
74,164,250,76,166,252,84,86,86,166,252,602
78,164,244,80,166,252,84,86,86,166,249,624
76,160,250,78,162,252,84,86,86,164,251,618
76,158,248,80,166,252,84,86,86,162,251,600
76,162,248,80,164,252,84,86,86,163,249,624
78,152,234,88,160,252,92,82,82,153,243,298
86,154,234,90,168,238,94,80,82,156,241,298
60,154,234,88,164,252,94,80,82,159,235,288
86,154,234,90,156,244,94,80,82,166,250,298
60,154,236,88,170,252,94,80,82,168,249,298
78,154,234,88,170,240,94,80,82,166,235,293
62,154,238,90,160,244,94,82,80,172,250,298
62,156,236,90,164,242,96,80,80,164,247,288
60,158,236,90,162,250,96,80,80,163,245,288
74,158,236,92,160,252,96,80,80,167,237,292
82,156,236,90,158,244,96,80,80,160,242,292
60,158,236,90,168,250,96,80,80,163,242,288
62,158,236,90,170,246,96,80,80,163,239,298
82,156,236,92,158,248,96,80,80,172,242,288
72,156,238,90,164,248,96,80,80,169,239,299
88,156,238,90,168,242,96,80,80,157,245,291
