73,163,243,78,168,285,81,90,117,384
89,185,280,93,189,285,96,99,93,714
67,154,248,72,168,279,81,90,117,336
65,162,245,78,168,258,81,90,117,438
68,162,239,72,168,282,81,90,117,337
73,162,242,78,168,246,81,90,117,448
69,157,273,75,165,276,81,90,117,387
73,164,239,78,168,279,81,90,117,384
74,162,239,78,168,255,81,90,117,456
72,153,272,78,165,276,81,90,117,420
69,164,264,75,168,270,81,90,117,429
66,152,266,78,156,282,81,90,117,362
67,159,263,78,168,267,81,90,117,446
72,162,264,78,165,282,81,90,117,423
66,156,271,78,159,276,81,90,117,402
65,152,271,69,156,285,81,90,117,306
67,161,278,75,168,285,81,90,117,362
69,151,253,75,162,258,81,90,117,431
71,163,246,78,168,258,81,90,117,484
74,149,281,78,162,285,81,90,117,393
73,160,261,78,165,273,81,90,117,458
73,158,273,78,168,285,81,90,117,401
67,160,267,78,168,285,81,90,117,381
66,150,236,72,162,240,81,90,117,343
66,159,246,69,165,252,81,90,117,384
67,161,237,72,168,285,81,90,117,320
73,153,237,78,162,279,81,90,117,340
69,152,270,72,162,282,81,90,117,343
74,149,280,78,162,285,81,90,117,393
66,162,240,69,168,270,81,90,117,357
74,154,239,78,165,264,81,90,117,402
68,153,265,72,165,273,81,90,117,355
74,163,250,78,168,282,81,90,117,433
74,162,257,78,168,276,81,90,117,454
69,159,236,72,165,261,81,90,117,381
65,158,274,72,165,282,81,90,117,336
68,164,245,72,168,273,81,90,117,385
68,160,236,72,165,276,81,90,117,332
70,154,254,78,159,273,81,90,117,420
72,164,237,75,168,285,81,90,117,352
65,150,240,75,156,276,81,90,117,311
69,159,268,75,162,282,81,90,117,375
74,151,246,78,168,258,81,90,117,438
74,159,279,78,165,285,81,90,117,412
70,159,250,75,168,267,81,90,117,431
68,150,245,78,162,258,81,90,117,396
67,160,244,75,168,264,81,90,117,415
68,155,267,75,165,270,81,90,117,400
71,151,236,75,168,258,81,90,117,361
71,149,267,78,159,282,81,90,117,387
69,157,275,75,168,285,81,90,117,362
73,164,242,78,168,252,81,90,117,474
66,152,243,75,165,255,81,90,117,384
67,152,279,78,159,282,81,90,117,377
66,161,276,78,168,285,81,90,117,379
74,154,264,78,165,270,81,90,117,457
70,151,239,75,162,264,81,90,117,365
74,161,240,78,168,270,81,90,117,419
72,150,256,78,156,261,81,90,117,452
72,155,275,78,168,279,81,90,117,411
